exam_id,user_id,task_ind,answer,verdict,time
1,120,15,2,WA,2023-12-15 12-43-19
1,120,16,3,WA,2023-12-15 12-43-36
1,139,1,2,WA,2023-12-15 12-53-13
1,139,2,3,WA,2023-12-15 12-53-28
1,139,3,0,WA,2023-12-15 12-53-35
1,139,4,0,WA,2023-12-15 12-54-08
1,139,5,0,WA,2023-12-15 12-55-32
1,139,6,1,WA,2023-12-15 12-55-52
1,139,7,3,WA,2023-12-15 12-56-07
1,139,8,0,WA,2023-12-15 12-57-48
1,139,9,0,WA,2023-12-15 12-58-29
1,139,10,0,WA,2023-12-15 12-59-23
1,139,11,1,OK,2023-12-15 12-59-25
1,139,12,3,OK,2023-12-15 13-00-35
1,139,13,0,WA,2023-12-15 13-01-14
1,139,14,3,WA,2023-12-15 13-01-39
1,139,15,3,WA,2023-12-15 13-02-02
1,139,16,3,WA,2023-12-15 13-02-14
1,4,1,1,OK,2023-12-15 10-09-07
1,4,2,0,WA,2023-12-15 10-19-41
1,4,3,2,WA,2023-12-15 10-51-00
1,4,4,3,OK,2023-12-15 10-58-51
1,4,5,3,WA,2023-12-15 11-11-53
1,4,6,3,WA,2023-12-15 11-15-35
1,4,7,3,WA,2023-12-15 11-26-58
1,4,8,3,WA,2023-12-15 11-38-47
1,4,9,1,OK,2023-12-15 11-43-19
1,4,10,2,OK,2023-12-15 12-08-41
1,4,11,0,WA,2023-12-15 12-27-05
1,4,12,3,OK,2023-12-15 13-16-01
1,4,13,0,WA,2023-12-15 13-25-53
1,4,14,1,WA,2023-12-15 13-27-08
1,4,15,2,WA,2023-12-15 13-40-42
1,4,16,2,WA,2023-12-15 15-38-52
1,26,1,0,WA,2023-12-15 10-09-48
1,26,2,0,WA,2023-12-15 10-16-21
1,26,3,0,WA,2023-12-15 10-17-37
1,26,4,3,OK,2023-12-15 10-34-00
1,26,5,0,WA,2023-12-15 10-39-57
1,26,6,2,WA,2023-12-15 10-52-44
1,26,7,3,WA,2023-12-15 11-01-44
1,26,8,3,WA,2023-12-15 11-13-11
1,26,9,1,OK,2023-12-15 11-13-57
1,26,10,3,WA,2023-12-15 11-31-05
1,26,11,2,WA,2023-12-15 11-44-21
1,26,12,2,WA,2023-12-15 11-47-47
1,26,13,3,WA,2023-12-15 11-59-36
1,26,14,2,WA,2023-12-15 12-36-38
1,26,15,3,WA,2023-12-15 12-41-45
1,26,16,3,WA,2023-12-15 13-00-06
1,33,1,0,WA,2023-12-15 10-43-40
1,33,2,3,WA,2023-12-15 10-43-44
1,33,3,0,WA,2023-12-15 10-43-52
1,33,4,0,WA,2023-12-15 10-44-26
1,33,5,0,WA,2023-12-15 10-45-15
1,33,6,2,WA,2023-12-15 10-45-48
1,33,7,3,WA,2023-12-15 10-45-57
1,33,8,0,WA,2023-12-15 10-46-18
1,33,9,0,WA,2023-12-15 10-46-50
1,33,10,0,WA,2023-12-15 10-47-08
1,33,11,0,WA,2023-12-15 10-47-37
1,33,12,1,WA,2023-12-15 10-48-27
1,33,13,0,WA,2023-12-15 10-48-31
1,33,14,3,WA,2023-12-15 10-49-36
1,33,15,3,WA,2023-12-15 10-50-33
1,33,16,3,WA,2023-12-15 10-50-38
1,81,1,1,OK,2023-12-15 11-28-22
1,81,2,0,WA,2023-12-15 11-28-41
1,81,3,2,WA,2023-12-15 11-30-32
1,81,4,1,WA,2023-12-15 11-31-02
1,81,5,0,WA,2023-12-15 11-31-37
1,81,6,3,WA,2023-12-15 11-33-12
1,81,7,3,WA,2023-12-15 11-33-32
1,81,8,3,WA,2023-12-15 11-33-39
1,81,9,0,WA,2023-12-15 11-33-41
1,81,10,0,WA,2023-12-15 11-35-25
1,81,11,0,WA,2023-12-15 11-35-43
1,81,12,3,OK,2023-12-15 11-37-33
1,81,13,0,WA,2023-12-15 11-37-34
1,81,14,0,OK,2023-12-15 11-37-35
1,81,15,3,WA,2023-12-15 11-37-55
1,81,16,3,WA,2023-12-15 11-37-58
1,133,1,0,WA,2023-12-15 10-04-04
1,133,2,3,WA,2023-12-15 10-04-11
1,133,3,2,WA,2023-12-15 10-04-13
1,133,4,0,WA,2023-12-15 10-04-30
1,133,5,0,WA,2023-12-15 10-05-46
1,133,6,3,WA,2023-12-15 10-06-01
1,133,7,3,WA,2023-12-15 10-06-13
1,133,8,0,WA,2023-12-15 10-07-30
1,133,9,0,WA,2023-12-15 10-08-50
1,133,10,3,WA,2023-12-15 10-09-05
1,133,11,2,WA,2023-12-15 10-09-18
1,133,12,0,WA,2023-12-15 10-09-51
1,133,13,0,WA,2023-12-15 10-09-52
1,133,14,2,WA,2023-12-15 10-10-03
1,133,15,0,OK,2023-12-15 10-10-05
1,133,16,3,WA,2023-12-15 10-10-31
1,74,1,1,OK,2023-12-15 10-34-12
1,74,2,1,WA,2023-12-15 11-58-27
1,74,3,1,OK,2023-12-15 12-05-59
1,74,4,0,WA,2023-12-15 12-24-33
1,74,5,3,WA,2023-12-15 12-59-00
1,74,6,3,WA,2023-12-15 13-00-00
1,74,7,1,WA,2023-12-15 13-05-27
1,74,8,3,WA,2023-12-15 13-16-31
1,74,9,0,WA,2023-12-15 13-35-09
1,74,10,2,OK,2023-12-15 13-36-17
1,74,11,3,WA,2023-12-15 13-51-14
1,74,12,2,WA,2023-12-15 13-58-15
1,74,13,0,WA,2023-12-15 14-11-46
1,74,14,2,WA,2023-12-15 14-16-44
1,74,15,3,WA,2023-12-15 14-24-03
1,74,16,3,WA,2023-12-15 14-47-56
1,30,1,0,WA,2023-12-15 10-05-19
1,30,2,0,WA,2023-12-15 10-05-56
1,30,3,2,WA,2023-12-15 10-06-04
1,30,4,3,OK,2023-12-15 10-07-04
1,30,5,0,WA,2023-12-15 10-07-55
1,30,6,3,WA,2023-12-15 10-07-58
1,30,7,3,WA,2023-12-15 10-11-11
1,30,8,3,WA,2023-12-15 10-11-12
1,30,9,2,WA,2023-12-15 10-12-27
1,30,10,2,OK,2023-12-15 10-12-45
1,30,11,2,WA,2023-12-15 10-12-57
1,30,12,2,WA,2023-12-15 10-13-22
1,30,13,0,WA,2023-12-15 10-13-32
1,30,14,1,WA,2023-12-15 10-14-05
1,30,15,3,WA,2023-12-15 10-14-17
1,30,16,2,WA,2023-12-15 10-15-37
1,38,1,0,WA,2023-12-15 10-48-02
1,38,2,0,WA,2023-12-15 10-48-52
1,38,3,3,WA,2023-12-15 10-50-26
1,38,4,0,WA,2023-12-15 10-50-32
1,38,5,0,WA,2023-12-15 10-50-48
1,38,6,1,WA,2023-12-15 10-51-04
1,38,7,3,WA,2023-12-15 10-51-31
1,38,8,3,WA,2023-12-15 10-51-35
1,38,9,3,WA,2023-12-15 10-51-56
1,38,10,2,OK,2023-12-15 10-52-13
1,38,11,2,WA,2023-12-15 10-52-16
1,38,12,2,WA,2023-12-15 10-52-32
1,38,13,0,WA,2023-12-15 10-52-43
1,38,14,3,WA,2023-12-15 10-52-43
1,38,15,2,WA,2023-12-15 10-52-47
1,38,16,3,WA,2023-12-15 10-52-49
1,25,1,0,WA,2023-12-15 10-05-12
1,25,2,0,WA,2023-12-15 10-07-57
1,25,3,2,WA,2023-12-15 10-11-37
1,25,4,3,OK,2023-12-15 10-42-04
1,25,5,0,WA,2023-12-15 11-05-21
1,25,6,1,WA,2023-12-15 11-14-14
1,25,7,3,WA,2023-12-15 11-33-35
1,25,8,3,WA,2023-12-15 11-46-50
1,25,9,0,WA,2023-12-15 12-14-32
1,25,10,2,OK,2023-12-15 12-20-12
1,25,11,0,WA,2023-12-15 12-23-57
1,25,12,2,WA,2023-12-15 12-24-28
1,25,13,0,WA,2023-12-15 12-34-15
1,25,14,1,WA,2023-12-15 12-34-16
1,25,15,3,WA,2023-12-15 13-11-59
1,25,16,3,WA,2023-12-15 13-29-36
1,71,1,0,WA,2023-12-15 10-21-54
1,71,2,0,WA,2023-12-15 10-49-38
1,71,3,2,WA,2023-12-15 11-39-12
1,71,4,3,OK,2023-12-15 11-51-33
1,71,5,0,WA,2023-12-15 12-11-57
1,71,6,1,WA,2023-12-15 12-23-24
1,71,7,3,WA,2023-12-15 12-26-35
1,71,8,2,WA,2023-12-15 12-27-15
1,71,9,1,OK,2023-12-15 12-45-01
1,71,10,0,WA,2023-12-15 13-13-09
1,71,11,0,WA,2023-12-15 14-11-20
1,71,12,0,WA,2023-12-15 14-17-59
1,71,13,0,WA,2023-12-15 14-34-46
1,71,14,0,OK,2023-12-15 17-06-38
1,71,15,3,WA,2023-12-15 17-08-50
1,71,16,3,WA,2023-12-15 17-10-47
1,135,1,0,WA,2023-12-15 10-11-49
1,135,2,0,WA,2023-12-15 10-12-53
1,135,3,2,WA,2023-12-15 10-12-55
1,135,4,0,WA,2023-12-15 10-12-55
1,135,5,0,WA,2023-12-15 10-13-39
1,135,6,3,WA,2023-12-15 10-13-59
1,135,7,3,WA,2023-12-15 10-14-34
1,135,8,3,WA,2023-12-15 10-15-20
1,135,9,2,WA,2023-12-15 10-15-59
1,135,10,0,WA,2023-12-15 10-16-23
1,135,11,0,WA,2023-12-15 10-16-54
1,135,12,3,OK,2023-12-15 10-17-04
1,135,13,0,WA,2023-12-15 10-17-15
1,135,14,3,WA,2023-12-15 10-17-55
1,135,15,3,WA,2023-12-15 10-18-01
1,135,16,3,WA,2023-12-15 10-18-04
1,95,1,2,WA,2023-12-15 10-05-08
1,95,2,0,WA,2023-12-15 10-07-29
1,95,3,2,WA,2023-12-15 10-08-44
1,95,4,2,WA,2023-12-15 10-33-43
1,95,5,0,WA,2023-12-15 11-00-03
1,95,6,1,WA,2023-12-15 11-15-59
1,95,7,3,WA,2023-12-15 11-16-13
1,95,8,3,WA,2023-12-15 12-15-31
1,95,9,0,WA,2023-12-15 12-54-27
1,95,10,0,WA,2023-12-15 13-07-31
1,95,11,0,WA,2023-12-15 13-09-15
1,95,12,3,OK,2023-12-15 13-46-38
1,95,13,3,WA,2023-12-15 14-56-09
1,95,14,3,WA,2023-12-15 14-58-36
1,95,15,2,WA,2023-12-15 15-16-01
1,95,16,3,WA,2023-12-15 15-20-00
1,122,1,2,WA,2023-12-15 10-26-22
1,122,2,0,WA,2023-12-15 10-27-48
1,122,3,2,WA,2023-12-15 10-34-58
1,122,4,2,WA,2023-12-15 10-58-48
1,122,5,0,WA,2023-12-15 11-01-09
1,122,6,3,WA,2023-12-15 11-19-07
1,122,7,3,WA,2023-12-15 12-00-45
1,122,8,2,WA,2023-12-15 12-18-28
1,122,9,0,WA,2023-12-15 12-41-58
1,122,10,0,WA,2023-12-15 12-59-05
1,122,11,2,WA,2023-12-15 12-59-48
1,122,12,0,WA,2023-12-15 13-00-36
1,122,13,0,WA,2023-12-15 13-16-53
1,122,14,3,WA,2023-12-15 13-21-47
1,122,15,2,WA,2023-12-15 13-30-41
1,122,16,3,WA,2023-12-15 13-33-40
1,28,1,0,WA,2023-12-15 10-05-00
1,28,2,3,WA,2023-12-15 10-26-02
1,28,3,3,WA,2023-12-15 10-44-14
1,28,4,0,WA,2023-12-15 10-46-24
1,28,5,3,WA,2023-12-15 11-01-01
1,28,6,0,OK,2023-12-15 11-09-14
1,28,7,2,WA,2023-12-15 11-11-01
1,28,8,0,WA,2023-12-15 11-28-57
1,28,9,1,OK,2023-12-15 11-32-42
1,28,10,0,WA,2023-12-15 11-43-25
1,28,11,3,WA,2023-12-15 12-18-45
1,28,12,2,WA,2023-12-15 12-21-19
1,28,13,3,WA,2023-12-15 12-42-55
1,28,14,2,WA,2023-12-15 13-00-43
1,28,15,2,WA,2023-12-15 13-29-33
1,28,16,2,WA,2023-12-15 13-42-03
1,7,1,2,WA,2023-12-15 10-13-34
1,7,2,0,WA,2023-12-15 10-20-25
1,7,3,0,WA,2023-12-15 10-49-57
1,7,4,0,WA,2023-12-15 11-00-34
1,7,5,0,WA,2023-12-15 11-17-58
1,7,6,2,WA,2023-12-15 11-28-03
1,7,7,3,WA,2023-12-15 11-54-57
1,7,8,2,WA,2023-12-15 12-09-52
1,7,9,1,OK,2023-12-15 12-18-16
1,7,10,3,WA,2023-12-15 12-24-54
1,7,11,0,WA,2023-12-15 12-34-04
1,7,12,0,WA,2023-12-15 12-35-37
1,7,13,0,WA,2023-12-15 12-49-48
1,7,14,1,WA,2023-12-15 12-58-31
1,7,15,0,OK,2023-12-15 13-06-17
1,7,16,3,WA,2023-12-15 13-55-33
1,138,1,1,OK,2023-12-15 10-15-47
1,138,2,0,WA,2023-12-15 10-20-39
1,138,3,2,WA,2023-12-15 10-33-54
1,138,4,2,WA,2023-12-15 10-51-33
1,138,5,0,WA,2023-12-15 10-53-02
1,138,6,1,WA,2023-12-15 10-59-01
1,138,7,3,WA,2023-12-15 11-05-46
1,138,8,3,WA,2023-12-15 11-08-32
1,138,9,0,WA,2023-12-15 11-26-50
1,138,10,0,WA,2023-12-15 11-28-16
1,138,11,0,WA,2023-12-15 11-45-53
1,138,12,0,WA,2023-12-15 11-52-50
1,138,13,0,WA,2023-12-15 12-07-22
1,138,14,3,WA,2023-12-15 12-09-58
1,138,15,3,WA,2023-12-15 12-16-43
1,138,16,3,WA,2023-12-15 12-39-44
1,52,1,2,WA,2023-12-15 10-36-10
1,52,2,2,OK,2023-12-15 11-34-40
1,52,3,2,WA,2023-12-15 11-35-43
1,52,4,3,OK,2023-12-15 11-43-17
1,52,5,0,WA,2023-12-15 11-47-55
1,52,6,0,OK,2023-12-15 12-16-31
1,52,7,3,WA,2023-12-15 12-26-35
1,52,8,2,WA,2023-12-15 12-48-06
1,52,9,0,WA,2023-12-15 12-50-50
1,52,10,0,WA,2023-12-15 12-58-07
1,52,11,2,WA,2023-12-15 13-02-31
1,52,12,0,WA,2023-12-15 13-11-43
1,52,13,0,WA,2023-12-15 13-12-29
1,52,14,3,WA,2023-12-15 13-33-14
1,52,15,3,WA,2023-12-15 13-40-54
1,52,16,3,WA,2023-12-15 13-46-51
1,58,1,0,WA,2023-12-15 10-07-57
1,58,2,2,OK,2023-12-15 10-08-45
1,58,3,1,OK,2023-12-15 10-08-46
1,58,4,3,OK,2023-12-15 10-09-48
1,58,5,0,WA,2023-12-15 10-10-27
1,58,6,0,OK,2023-12-15 10-10-37
1,58,7,3,WA,2023-12-15 10-11-14
1,58,8,3,WA,2023-12-15 10-11-30
1,58,9,2,WA,2023-12-15 10-11-42
1,58,10,0,WA,2023-12-15 10-11-42
1,58,11,2,WA,2023-12-15 10-12-57
1,58,12,2,WA,2023-12-15 10-13-39
1,58,13,3,WA,2023-12-15 10-13-52
1,58,14,0,OK,2023-12-15 10-14-21
1,58,15,3,WA,2023-12-15 10-15-26
1,58,16,2,WA,2023-12-15 10-17-17
1,127,1,0,WA,2023-12-15 10-30-27
1,127,2,0,WA,2023-12-15 11-16-40
1,127,3,1,OK,2023-12-15 11-26-49
1,127,4,0,WA,2023-12-15 11-44-48
1,127,5,3,WA,2023-12-15 12-00-58
1,127,6,0,OK,2023-12-15 12-13-43
1,127,7,3,WA,2023-12-15 12-36-40
1,127,8,3,WA,2023-12-15 13-21-25
1,127,9,0,WA,2023-12-15 13-40-48
1,127,10,0,WA,2023-12-15 13-43-10
1,127,11,2,WA,2023-12-15 13-44-52
1,127,12,2,WA,2023-12-15 13-55-22
1,127,13,0,WA,2023-12-15 14-12-38
1,127,14,2,WA,2023-12-15 14-55-50
1,127,15,2,WA,2023-12-15 15-19-29
1,127,16,3,WA,2023-12-15 15-24-42
1,43,1,2,WA,2023-12-15 10-18-41
1,43,2,2,OK,2023-12-15 10-57-18
1,43,3,2,WA,2023-12-15 10-58-54
1,43,4,2,WA,2023-12-15 11-08-29
1,43,5,2,OK,2023-12-15 11-38-08
1,43,6,1,WA,2023-12-15 11-51-36
1,43,7,3,WA,2023-12-15 12-30-55
1,43,8,3,WA,2023-12-15 12-57-19
1,43,9,1,OK,2023-12-15 13-50-43
1,43,10,0,WA,2023-12-15 13-52-39
1,43,11,0,WA,2023-12-15 14-24-07
1,43,12,2,WA,2023-12-15 14-36-05
1,43,13,0,WA,2023-12-15 14-48-49
1,43,14,1,WA,2023-12-15 15-39-32
1,43,15,3,WA,2023-12-15 15-42-00
1,43,16,3,WA,2023-12-15 15-57-38
1,56,1,0,WA,2023-12-15 11-55-49
1,56,2,0,WA,2023-12-15 11-56-00
1,56,3,2,WA,2023-12-15 11-57-28
1,56,4,0,WA,2023-12-15 11-57-28
1,56,5,0,WA,2023-12-15 11-57-37
1,56,6,3,WA,2023-12-15 11-58-28
1,56,7,3,WA,2023-12-15 11-58-55
1,56,8,3,WA,2023-12-15 12-00-25
1,56,9,2,WA,2023-12-15 12-01-18
1,56,10,3,WA,2023-12-15 12-01-24
1,56,11,2,WA,2023-12-15 12-02-45
1,56,12,3,OK,2023-12-15 12-03-13
1,56,13,0,WA,2023-12-15 12-03-17
1,56,14,3,WA,2023-12-15 12-04-24
1,56,15,3,WA,2023-12-15 12-04-25
1,56,16,3,WA,2023-12-15 12-05-28
1,96,1,0,WA,2023-12-15 10-06-09
1,96,2,2,OK,2023-12-15 10-14-53
1,96,3,2,WA,2023-12-15 10-59-57
1,96,4,2,WA,2023-12-15 11-50-32
1,96,5,0,WA,2023-12-15 12-10-55
1,96,6,1,WA,2023-12-15 12-13-08
1,96,7,3,WA,2023-12-15 12-17-22
1,96,8,2,WA,2023-12-15 12-29-33
1,96,9,0,WA,2023-12-15 12-48-48
1,96,10,0,WA,2023-12-15 13-14-39
1,96,11,0,WA,2023-12-15 13-24-41
1,96,12,3,OK,2023-12-15 13-36-55
1,96,13,0,WA,2023-12-15 13-54-42
1,96,14,0,OK,2023-12-15 14-21-10
1,96,15,0,OK,2023-12-15 14-31-24
1,96,16,2,WA,2023-12-15 14-45-13
1,90,1,1,OK,2023-12-15 10-00-10
1,90,2,0,WA,2023-12-15 10-08-02
1,90,3,0,WA,2023-12-15 10-47-15
1,90,4,2,WA,2023-12-15 11-08-12
1,90,5,3,WA,2023-12-15 11-08-21
